num_doc,title,annee_publication,issn
5296,La réparation des dommages corporels ; une Résolution du Comité des Ministres du Conseil de l'Europe.,1975,1953-8111
5297,Bourses d'études et de recherches du Conseil de l'Europe en matière de droit européen,1973,1953-8111
5298,"Colloque du Conseil de l'Europe sur l'exploitation du lit des mers (Strasbourg, 3-5 'décembre 1970)",1971,1953-8111
5299,L'intégration de l'Europe à l'heure de la décision de la Cour constitutionnelle fédérale du 29 mai 1974,1975,1953-8111
5300,"Consultation sur les Droits de l'Homme dans l'Europe de demain (Strasbourg, 20-21 octobre 1972) .",1973,1953-8111
5301,"Les Communautés dans l'Europe, fasc. 1, L'adhésion de la Grande-Bretagne aux Communautés",1968,1953-8111
5302,La durée de la protection des œuvres de l'esprit dans les pays socialistes d'Europe,1958,1953-8111
5303,J. Hajjar. L'Europe et les destinées du Proche-Orient (1815 - 1848),1972,1958-8992
5304,Sécurité de l'Europe occidentale et du Canada dans le système atlantique. Rétrospective et perspective,1973,1958-8992
5305,"Placide Rambaud, Les fondements de l'Europe agraire",1997,1963-1359
5306,La télévision transfrontière dans la cadre du Conseil de l'Europe : enjeux et portée d'une règlementation,1988,2105-2948
5307,Les incidences de la crise énergétique sur l'économie de l'Europe et des Etats-Unis,1975,1958-8992
5308,Gérard Soulier (éd.). Sur l'Europe à l'aube des années 1980,1981,1958-8992
5309,Note sur les conséquences globales de la reconstruction de l'Europe de l'Est et l'épargne mondiale,1990,1777-5647
5310,L'harmonisation fiscale en Europe et l'économie française : une approche en équilibre général,1991,1777-5647
5311,L'Europe entre l'Est et le Sud. L'ouverture à l'Est et les risques d'éviction pour le Sud,1990,1777-5647
5312,"Cahiers slaves, n°3, 2001. La mort et ses représentations (Monde slave et Europe du Nord)",2001,2647-7270
5313,Firmes multinationales et relations industrielles en Europe centrale : Une approche institutionnaliste,2006,1703-8138
5314,La conjoncture démographique : l'Europe et les pays développés d'outre-mer,2000,1957-7966
5315,La conjoncture démographique : l'Europe et les pays développés d'outre-mer,2000,1957-7966
5316,Situation de la main d'oeuvre tunisienne en Europe occidentale et problèmes de retour.,1981,2547-5614
5317,La conjoncture démographique : l'Europe et les pays développés d'outre-mer,1998,1957-7966
5318,La conjoncture démographique: l'Europe et les pays développés d'Outre-Mer,1995,1957-7966
5319,La conjoncture démographique : l'Europe et les pays développés d'outre-mer,1999,1957-7966
5320,La conjoncture démographique : l'Europe et les pays développés d'outre-mer,1997,1957-7966
5321,Coleman David — Europe's Population in the 1990's.,1996,1957-7966
5322,La conjoncture démographique : l'Europe et les pays développés d'Outre-Mer,1994,1957-7966
5323,"Dominic Lieven, The Aristocracy in Europe, 1815-1914",1994,1776-3045
5324,Valeurs éthiques consensuelles en Europe. Orientations apportées par les Églises,1998,2259-0285
5325,L'«Europe des Peuples» face aux sentiments nationaux. L'Empire d'Autriche autour de 1848,1991,1777-5329
5326,"Europe du Sud. Italie, Espagne et Portugal : priorité à l'éducation aux médias",2002,2613-2710
5327,Nouvelles langues pour l'Europe ? Orientations nouvelles dans la formation des traducteurs et interprètes,1993,
5328,Pourquoi faire participer les jeunes ? Expériences locales en Europe,2008,2613-2710
5329,Les « anneaux-disques » : leur répartition depuis la Chine jusqu'en Europe,1968,1969-6663
5330,Hohenberg (Paul M.) - Chemicals in Western Europe 1850-1914.,1969,1950-6694
5331,"Avant-propos. L'union, un défi pour l'Europe, un problème pour la recherche sur la cognition",1994,
5332,La diffusion des modèles de préscolarisation : en Europe dans la première moitié du XIXe siècle,1999,2102-5452
5333,Sur les «années noires» à Venise et en Europe : une lettre de M. Jean Georgelin,1981,1760-7892
5334,"Claude Pasteur : Le Prince de Ligne. L'enchanteur de l'Europe, 1980",1981,1760-7892
5335,"Humbert Ligny, L'Occident médiéval. La Belgique et l'Europe",1950,1775-383
5336,"L'Europe, sous la direction de M. L. Lamorlette. Tome II, 1958",1958,1777-5876
5337,Modèles nationaux et dynamiques multiculturelles dans les établissements scolaires en Europe,2003,2105-2913
5338,La notion d'échelle en climatologie : l'exemple des climats maritimes et côtiers en Europe,1998,1777-5884
5339,"Philippe Moreau Defarges, L'Europe et son identité dans le monde",1986,1777-5884
5340,Georges Dottin. Les Anciens Peuples de l'Europe,1917,1775-383
5341,"René Clozier, Économie de l'Europe centrale germanique",1951,1953-8146
5342,"Charles Bettelheim, Esquisse d'un tableau économique de l'Europe",1951,1953-8146
5343,"James T. Shotwell, Governments of Continental Europe",1957,1953-8146
5344,L'Europe centrale devant la révolution des prix. XVIe et XVIIe siècles,1961,1953-8146
5345,Les livres populaires yiddish dans les communautés juives d'Europe,1990,1638-1580
5346,De l'usage des flèches empoisonnées chez les anciens peuples de l'Europe,1877,1969-6663
5347,Tourisme international et tourisme national dans les États de L'Europe méridionale,1990,1777-5884
5348,Berlin réunifiée : une nouvelle métropole à vocation internationale en Europe centrale,1993,1777-5884
5349,Plates-formes d'érosion dans les pays hercyniens de l'Europe de l'Ouest,1942,1777-5884
5350,"La fin des temps glaciaires en Europe, Editions du C.N.R.S.",1981,1777-5884
5351,"Carte des hauteurs de pluie sur l'europe occidentale, moyenne des trente années 1861-1890",1895,1777-5884
5352,La femme dans les civilisations des Xe-XIIIe s. : la femme en Europe orientale,1977,2119-1026
5353,Pierre-Yves Guiheneuf (DIR.) Cultiver l'Europe,1997,2105-2581
5354,L'Europe et l'exploitation familiale agricole. L'exemple du pays de Redon - Bretagne,1997,2105-2581
5355,Dossier-débat. Cent ans de Christianisme social à l'heure de l'Europe,1989,2261-1010
5356,Protestantisme et perestroïka [Le rôle des réformés dans les événements d'Europe de l'Est... et après ?],1989,2261-1010
5357,Points de vue sur les incursions hongroises en Europe au Xe siècle,1959,2119-1026
5358,L'architecture et la sculpture hongroise à l'époque romane dans leurs rapports avec l'Europe,1966,2119-1026
5359,Recherches sur les pèlerins dans l'Europe des XIe et XIIe siècles (fin).,1958,2119-1026
5360,Les palais dans l'Europe occidentale chrétienne du Xe au XIIe siècle,1976,2119-1026
5361,La situation démographique de la France en Europe (11e conférence annuelle Broca),1894,1777-5469
5362,"L'Europe au milieu du Moyen Age, 962-1154, de Christopher Brooke",1970,1953-8146
5363,La culture des arbres fruitiers d'Europe sur les Hauts-Plateaux de l'Indochine,1923,2437-2226
5364,"Armées et sociétés : A. Corvisier, Armées et sociétés en Europe de 1494 à 1789",1979,2261-4427
5365,Les revendications économiques de l'Amérique latine devant l'Europe des Six,1964,1963-1359
5366,L'Europe dans les relations internationales. Unité et diversité,1982,1958-8992
5367,Philippe Moreau Defarges. L'Europe et son identité dans le monde,1983,1958-8992
5368,Les problèmes de la détente militaire et de la réduction des forces en Europe centrale,1974,1958-8992
5369,Bernard Lewis. Comment l'islam a découvert l'Europe,1984,1958-8992
5370,Henri Froment-Meurice. Une puissance nommée Europe,1984,1958-8992
5371,Rapport de la division de l'acier de la Commission économique pour l'Europe,1950,1958-8992
5372,Régis Debray. Les empires contre l'Europe,1985,1958-8992
5373,Horst Afheldt. Pour une défense non suicidaire en Europe,1985,1958-8992
5374,Deschamps (Hubert) : Les Européens hors d'Europe de 1434 à 1815,1973,2275-4954
5375,L'Europe et la sécurité internationale. Mémento Défense / Désarmement,1997,1958-8992
5376,Helmut Kohl. L'Europe est notre destin. Discours actuels,1990,1958-8992
5377,Pierre Uri. Penser pour l'action. Un fondateur de l'Europe,1992,1958-8992
5378,L'Europe et le droit. Mélanges en hommage à Jean Boulouis,1992,1958-8992
5379,"Bernard Lewis. Europe - islam, actions et réactions",1992,1958-8992
5380,Liauzu (Claude) : L'Europe et l'Afrique méditerranéenne de 1869 à nos jours,1995,2275-4954
5381,Joly (Vincent) : L'Europe et l'Afrique de 1914 aux années soixante,1996,2275-4954
5382,"Lewis (Bernard) : Europe, Islam, Actions et Réactions",1994,2275-4954
5383,"Alain de Benoît. Europe, Tiers Monde, même combat",1986,1958-8992
5384,Thomas Schreiber et CEDUCEE (dir.). L'URSS et l'Europe de l'Est,1987,1958-8992
5385,Tadeusz Wyrwa. La résistance polonaise et la politique en Europe,1983,1958-8992
5386,"L’enseignement transsystémique du droit en Europe, vers l’enseignement juridique de demain ?",2014,1953-8111
5387,"Tatiana Victoroff, Anna Akhmatova, Requiem pour l'Europe, 2010",2012,2496-7467
5388,Systématique et biologie des Kleidocerys d'Europe [Hem. Lygaeidae],1989,
5389,Europe et communication. Questions à Dominique Wolton par Jean-Paul Thomas,1997,
5390,L’Europe des valeurs communes et le recul du multiculturalisme : la diversité supplantée par l’unité ?,2011,1783-1768
5391,Nouveaux Xantholininae d'Europe centrale et de la région méditerranéenne [Col. Staphylinidae],1956,
5392,Les principaux Insectes nuisibles importés d’Europe aux États-Unis,1905,
5393,"Genre, ethnicité, race et migrations : ou les défis de la citoyenneté en Europe",1998,
5394,Leszek Garlicki : La justice constitutionnelle en Europe occidentale 1987,1989,2647-8145
5395,Antonio Perotti Migrations et société pluriculturelle en Europe,1997,2262-3353
5396,"La France, l'Europe et leurs «modèles d'intégration». Une allocution de Claude Evin",1990,2262-3353
5397,Epipaléolithique - Mésolithique. Les derniers chasseurs d'Europe occidentale (13000-5500 av. J.-C.),1999,1760-7361
5398,"J.-L. Déotte, Oubliez! Les ruines, l'Europe, le musée",1994,2111-4528
5399,Le nationalisme et la protection des droits de l'Homme : la Conférence sur la Sécurité et la Coopération en Europe,1991,
5400,La lutte contre le racisme en Europe : I - Les instruments internationaux,1995,1777-5418
5401,"Alexandre Del Valle, Guerres contre l'Europe",2001,2262-3353
5402,Science et affaires : l'Europe ne restera pas en retard dans l'étude du génome humain,1988,
5403,"Karst et mines en France et en Europe : gîtes, grottes-mines et géotechnique",1996,2546-9002
5404,Grottes d'Europe centrale dans les Encyclopédies françaises du XVIIIe siècle,2006,2546-9002
5405,"Terrorisme, drogue, immigration : les nouvelles figures de l’insécurité en Europe",1993,1703-9665
5406,Le contrôle juridictionnel de la constitutionnalité des lois dans les pays d'Europe occidentale,1987,2647-8145
5407,Turcs d'Europe : de l'image tronquée à la complexité d'une réalité sociale immigrée,2000,2262-3353
5408,"L'Europe, «fabrique de l'interculturel » Institutions bi-ou plurinationales et leurs travaux",2008,2262-3353
5409,Le quartier urbain en Europe (XVIII-XIX siècle). Approches et réalités,1993,
5410,Captures et élevages de larves de Coléoptères aquatiques. Dytiscides de l'Europe méridionale,1956,
5411,Un nouveau Xantholinus d'Europe centrale [Col. Staphylinidae],1955,
5412,Description d'un Soronia nouveau d'Europe [Col. Nitidulidae],1923,
5413,Quelques problèmes récents d'archéologie navale en Europe de l'ouest et du nord,1979,2608-4228
5414,"Georges Blondel, Tempête sur l’Europe, Paris, Plon, 1937",0,
5415,Les dérapages europhobes dans le débat britannique sur la construction d’une Europe politique,2006,
5416,"Cahiers Charles V, n°41,2006. La Grande-Bretagne et l'Europe. Ambivalence et pragmatisme.",2006,
5417,L'endogamie familiale dans l'Europe catholique au XVIIIe siècle. Première approche,1977,
5418,Les moyennes montagnes d'Europe occidentale : affaiblissement ou réadaptation des campagnes ?,1997,1760-8546
5419,"Nonn (Henri), 2001 L'aménagement du territoire en Europe occidentale",2001,1760-8546
5420,"Géographes associés n°8,1990. De la France des départements à l'Europe des régions. Géoforum Nantes 89 .",1990,
5421,Klein (J.) et Castel. (Y.). — Guide statistique de l'Europe des Neuf.,1977,1760-8546
5422,S. C. Constant. J. Ritter et J. Laigroz. L'Europe du charbon et de l'acier,1969,1760-8546
5423,"Les jeunes adultes en Europe : indépendance résidentielle, activité, ressources",2001,2490-7944
5424,"Études Normandes, 44e année, n°1, 1995. Les Normands, Peuple d'Europe.",1995,
5425,"""Nouvelles"" migrations chinoises, économies plurielles et ""individuation globalisée"" en Europe",2006,
5426,"M. Delmas-Marty (dir), Procédures pénales d'Europe",1996,1953-8111
5427,La paralysie japonaise : causes et conséquences pour l'économie mondiale - un rôle pour l'Europe,1998,1958-8992
5428,Risques et périls pour les oiseaux d'Europe hivernant en Afrique Tropicale,1990,1961-8603
5429,C. Moindrot. La Grande Bretagne en Europe. « Le Monde en mouvement»,1973,2108-6478
5430,Les fortifications en terre en Europe occidentale du Xe au XIIe siècle,1981,2275-5039
5431,Le symposium de Matrahaza (Hongrie) « Les Lumières en Europe centrale et orientale »,1974,1952-403
5432,"Pascal M. Kitromilidis, La Révolution française et l'Europe du Sud-Est",2002,1952-403
5433,Les lois de «lustration» en Europe Centrale et Orientale : une «mission impossible» ?,2000,
5434,"Récupération et basket-ball : la préparation terminale du championnat d'Europe cadets, 1997",2000,
5435,"Pascal Dethurens, De l’Europe en littérature (1918-1939), Genève, Droz, 2002",0,2273-0311
5436,II. L'accueil de Luther dans l'Europe du XVIe siècle : quelques éclairages,1983,
5437,René et Georges Cattaui. — Mohamed-Aly et l'Europe.,1951,2076-8435
5438,La variabilité du climat dans l'Europe du Nord-Ouest : le cas des Iles Britanniques,1988,2547-5614
5439,"Allocution de Andreï Teodorescu, Vice-Président de l'IASI/ Europe, Roumanie",2008,
5440,L’enseignement du sanscrit et de la grammaire comparée dans les universités d’Europe et d’Amérique,1888,
5441,Midgley M. S. (2008) – The Megaliths of Northern Europe.,2009,1760-7361
5442,Dans quelle mesure l’Europe est-elle chrétienne ? Valeurs chrétiennes et identité européenne,2003,
5443,Quelques remarques sur les noms de famille des Juifs en Europe Orientale,1950,
5444,Une élite insulaire au service de l'Europe : les jacobites au XVIIe siècle,1973,1953-8146
5445,Abel-Rémusat et Hegel : sinologie et philosophie dans l’Europe du XIXe siècle,2014,1969-6663
